feature_id,product_id,feature_name,feature_description,feature_tier,feature_value_weight
F01044,P0262,Data Classification (Cortex XSIAM),Differentiator capability providing data classification within Cortex XSIAM — Premium.,Differentiator,2
F01045,P0262,Incident Timeline (Cortex XSIAM),Core capability providing incident timeline within Cortex XSIAM — Premium.,Core,3
F01046,P0262,Segmentation (Cortex XSIAM),Adjacent capability providing segmentation within Cortex XSIAM — Premium.,Adjacent,1
F01047,P0263,Log Retention (Autonomous DEM),Core capability providing log retention within Autonomous DEM — Essentials.,Core,3
F01048,P0263,Compliance Mapping (Autonomous DEM),Adjacent capability providing compliance mapping within Autonomous DEM — Essentials.,Adjacent,1
F01049,P0263,Posture Assessment (Autonomous DEM),Adjacent capability providing posture assessment within Autonomous DEM — Essentials.,Adjacent,1
F01050,P0263,Identity Correlation (Autonomous DEM),Adjacent capability providing identity correlation within Autonomous DEM — Essentials.,Adjacent,1
F01051,P0264,Identity Correlation (IoT Security),Core capability providing identity correlation within IoT Security — Premium.,Core,3
F01052,P0264,Risk Scoring (IoT Security),Differentiator capability providing risk scoring within IoT Security — Premium.,Differentiator,2
F01053,P0264,Compliance Mapping (IoT Security),Adjacent capability providing compliance mapping within IoT Security — Premium.,Adjacent,1
F01054,P0264,Traffic Inspection (IoT Security),Core capability providing traffic inspection within IoT Security — Premium.,Core,3
F01055,P0265,Posture Assessment (Cortex XDR),Core capability providing posture assessment within Cortex XDR — Essentials.,Core,3
F01056,P0265,Playbook Orchestration (Cortex XDR),Differentiator capability providing playbook orchestration within Cortex XDR — Essentials.,Differentiator,2
F01057,P0265,Reporting (Cortex XDR),Differentiator capability providing reporting within Cortex XDR — Essentials.,Differentiator,2
F01058,P0266,Sandboxing (IoT Security),Core capability providing sandboxing within IoT Security — Essentials.,Core,3
F01059,P0266,Rule Optimisation (IoT Security),Differentiator capability providing rule optimisation within IoT Security — Essentials.,Differentiator,2
F01060,P0266,Reporting (IoT Security),Differentiator capability providing reporting within IoT Security — Essentials.,Differentiator,2
F01061,P0266,Segmentation (IoT Security),Core capability providing segmentation within IoT Security — Essentials.,Core,3
F01062,P0266,Data Classification (IoT Security),Adjacent capability providing data classification within IoT Security — Essentials.,Adjacent,1
F01063,P0267,Incident Timeline (AI Posture Management),Core capability providing incident timeline within AI Posture Management — Premium.,Core,3
F01064,P0267,Segmentation (AI Posture Management),Adjacent capability providing segmentation within AI Posture Management — Premium.,Adjacent,1
F01065,P0267,Data Classification (AI Posture Management),Differentiator capability providing data classification within AI Posture Management — Premium.,Differentiator,2
F01066,P0267,Posture Assessment (AI Posture Management),Differentiator capability providing posture assessment within AI Posture Management — Premium.,Differentiator,2
F01067,P0267,Compliance Mapping (AI Posture Management),Differentiator capability providing compliance mapping within AI Posture Management — Premium.,Differentiator,2
F01068,P0268,Sandboxing (IoT Security),Core capability providing sandboxing within IoT Security — Advanced.,Core,3
F01069,P0268,Log Retention (IoT Security),Differentiator capability providing log retention within IoT Security — Advanced.,Differentiator,2
F01070,P0268,Playbook Orchestration (IoT Security),Adjacent capability providing playbook orchestration within IoT Security — Advanced.,Adjacent,1
F01071,P0268,Posture Assessment (IoT Security),Differentiator capability providing posture assessment within IoT Security — Advanced.,Differentiator,2
F01072,P0269,Log Retention (Cortex XSIAM),Core capability providing log retention within Cortex XSIAM — Advanced.,Core,3
F01073,P0269,Alert Triage (Cortex XSIAM),Core capability providing alert triage within Cortex XSIAM — Advanced.,Core,3
F01074,P0269,Traffic Inspection (Cortex XSIAM),Adjacent capability providing traffic inspection within Cortex XSIAM — Advanced.,Adjacent,1
F01075,P0269,Risk Scoring (Cortex XSIAM),Differentiator capability providing risk scoring within Cortex XSIAM — Advanced.,Differentiator,2
F01076,P0269,Sandboxing (Cortex XSIAM),Core capability providing sandboxing within Cortex XSIAM — Advanced.,Core,3
F01077,P0270,Inline Analysis (SaaS Security),Core capability providing inline analysis within SaaS Security — Advanced.,Core,3
F01078,P0270,Compliance Mapping (SaaS Security),Core capability providing compliance mapping within SaaS Security — Advanced.,Core,3
F01079,P0270,Policy (SaaS Security),Adjacent capability providing policy within SaaS Security — Advanced.,Adjacent,1
F01080,P0271,Identity Correlation (Advanced URL Filtering),Core capability providing identity correlation within Advanced URL Filtering — Essentials.,Core,3
F01081,P0271,Traffic Inspection (Advanced URL Filtering),Differentiator capability providing traffic inspection within Advanced URL Filtering — Essentials.,Differentiator,2
F01082,P0271,Segmentation (Advanced URL Filtering),Core capability providing segmentation within Advanced URL Filtering — Essentials.,Core,3
F01083,P0272,Sandboxing (Advanced URL Filtering),Core capability providing sandboxing within Advanced URL Filtering — Advanced.,Core,3
F01084,P0272,Reporting (Advanced URL Filtering),Differentiator capability providing reporting within Advanced URL Filtering — Advanced.,Differentiator,2
F01085,P0272,Posture Assessment (Advanced URL Filtering),Adjacent capability providing posture assessment within Advanced URL Filtering — Advanced.,Adjacent,1
F01086,P0272,Detection (Advanced URL Filtering),Adjacent capability providing detection within Advanced URL Filtering — Advanced.,Adjacent,1
F01087,P0273,Reporting (Cortex Cloud),Core capability providing reporting within Cortex Cloud — Advanced.,Core,3
F01088,P0273,Playbook Orchestration (Cortex Cloud),Adjacent capability providing playbook orchestration within Cortex Cloud — Advanced.,Adjacent,1
F01089,P0273,Segmentation (Cortex Cloud),Differentiator capability providing segmentation within Cortex Cloud — Advanced.,Differentiator,2
F01090,P0274,Log Retention (Enterprise DLP),Core capability providing log retention within Enterprise DLP — Advanced.,Core,3
F01091,P0274,Data Classification (Enterprise DLP),Differentiator capability providing data classification within Enterprise DLP — Advanced.,Differentiator,2
F01092,P0274,Policy (Enterprise DLP),Adjacent capability providing policy within Enterprise DLP — Advanced.,Adjacent,1
F01093,P0274,Risk Scoring (Enterprise DLP),Adjacent capability providing risk scoring within Enterprise DLP — Advanced.,Adjacent,1
F01094,P0275,Incident Timeline (Exposure Management),Core capability providing incident timeline within Exposure Management — Advanced.,Core,3
F01095,P0275,Threat Hunting (Exposure Management),Differentiator capability providing threat hunting within Exposure Management — Advanced.,Differentiator,2
F01096,P0275,Rule Optimisation (Exposure Management),Adjacent capability providing rule optimisation within Exposure Management — Advanced.,Adjacent,1
F01097,P0276,Segmentation (Cortex XDR),Core capability providing segmentation within Cortex XDR — Premium.,Core,3
F01098,P0276,Identity Correlation (Cortex XDR),Adjacent capability providing identity correlation within Cortex XDR — Premium.,Adjacent,1
F01099,P0276,Compliance Mapping (Cortex XDR),Differentiator capability providing compliance mapping within Cortex XDR — Premium.,Differentiator,2
F01100,P0276,Playbook Orchestration (Cortex XDR),Adjacent capability providing playbook orchestration within Cortex XDR — Premium.,Adjacent,1
F01101,P0276,Automation (Cortex XDR),Differentiator capability providing automation within Cortex XDR — Premium.,Differentiator,2
F01102,P0277,Posture Assessment (Advanced URL Filtering),Core capability providing posture assessment within Advanced URL Filtering — Premium.,Core,3
F01103,P0277,Segmentation (Advanced URL Filtering),Adjacent capability providing segmentation within Advanced URL Filtering — Premium.,Adjacent,1
F01104,P0277,Risk Scoring (Advanced URL Filtering),Differentiator capability providing risk scoring within Advanced URL Filtering — Premium.,Differentiator,2
F01105,P0277,Incident Timeline (Advanced URL Filtering),Adjacent capability providing incident timeline within Advanced URL Filtering — Premium.,Adjacent,1
F01106,P0278,Segmentation (Cortex XDR),Core capability providing segmentation within Cortex XDR — Premium.,Core,3
F01107,P0278,Segmentation (Cortex XDR),Differentiator capability providing segmentation within Cortex XDR — Premium.,Differentiator,2
F01108,P0278,Anomaly Scoring (Cortex XDR),Adjacent capability providing anomaly scoring within Cortex XDR — Premium.,Adjacent,1
F01109,P0278,Log Retention (Cortex XDR),Core capability providing log retention within Cortex XDR — Premium.,Core,3
F01110,P0278,Incident Timeline (Cortex XDR),Differentiator capability providing incident timeline within Cortex XDR — Premium.,Differentiator,2
F01111,P0279,Rule Optimisation (Autonomous DEM),Core capability providing rule optimisation within Autonomous DEM — Advanced.,Core,3
F01112,P0279,Identity Correlation (Autonomous DEM),Differentiator capability providing identity correlation within Autonomous DEM — Advanced.,Differentiator,2
F01113,P0279,Playbook Orchestration (Autonomous DEM),Adjacent capability providing playbook orchestration within Autonomous DEM — Advanced.,Adjacent,1
F01114,P0279,Risk Scoring (Autonomous DEM),Adjacent capability providing risk scoring within Autonomous DEM — Advanced.,Adjacent,1
F01115,P0279,Posture Assessment (Autonomous DEM),Adjacent capability providing posture assessment within Autonomous DEM — Advanced.,Adjacent,1
F01116,P0280,Alert Triage (Cortex XSIAM),Core capability providing alert triage within Cortex XSIAM — Essentials.,Core,3
F01117,P0280,Log Retention (Cortex XSIAM),Adjacent capability providing log retention within Cortex XSIAM — Essentials.,Adjacent,1
F01118,P0280,Automation (Cortex XSIAM),Core capability providing automation within Cortex XSIAM — Essentials.,Core,3
F01119,P0281,Automation (SaaS Security),Core capability providing automation within SaaS Security — Premium.,Core,3
F01120,P0281,Compliance Mapping (SaaS Security),Differentiator capability providing compliance mapping within SaaS Security — Premium.,Differentiator,2
F01121,P0281,Traffic Inspection (SaaS Security),Core capability providing traffic inspection within SaaS Security — Premium.,Core,3
F01122,P0282,Automation (Advanced DNS Security),Core capability providing automation within Advanced DNS Security — Premium.,Core,3
F01123,P0282,Reporting (Advanced DNS Security),Core capability providing reporting within Advanced DNS Security — Premium.,Core,3
F01124,P0282,Log Retention (Advanced DNS Security),Differentiator capability providing log retention within Advanced DNS Security — Premium.,Differentiator,2
F01125,P0283,Alert Triage (IoT Security),Core capability providing alert triage within IoT Security — Advanced.,Core,3
F01126,P0283,Anomaly Scoring (IoT Security),Differentiator capability providing anomaly scoring within IoT Security — Advanced.,Differentiator,2
F01127,P0283,Playbook Orchestration (IoT Security),Adjacent capability providing playbook orchestration within IoT Security — Advanced.,Adjacent,1
F01128,P0283,Inline Analysis (IoT Security),Adjacent capability providing inline analysis within IoT Security — Advanced.,Adjacent,1
F01129,P0283,Inline Analysis (IoT Security),Differentiator capability providing inline analysis within IoT Security — Advanced.,Differentiator,2
F01130,P0284,Segmentation (Advanced Threat Prevention),Core capability providing segmentation within Advanced Threat Prevention — Premium.,Core,3
F01131,P0284,Compliance Mapping (Advanced Threat Prevention),Adjacent capability providing compliance mapping within Advanced Threat Prevention — Premium.,Adjacent,1
F01132,P0284,Playbook Orchestration (Advanced Threat Prevention),Core capability providing playbook orchestration within Advanced Threat Prevention — Premium.,Core,3
F01133,P0284,Traffic Inspection (Advanced Threat Prevention),Adjacent capability providing traffic inspection within Advanced Threat Prevention — Premium.,Adjacent,1
F01134,P0284,Log Retention (Advanced Threat Prevention),Adjacent capability providing log retention within Advanced Threat Prevention — Premium.,Adjacent,1
F01135,P0285,Incident Timeline (Prisma Access),Core capability providing incident timeline within Prisma Access — Premium.,Core,3
F01136,P0285,Playbook Orchestration (Prisma Access),Differentiator capability providing playbook orchestration within Prisma Access — Premium.,Differentiator,2
F01137,P0285,Rule Optimisation (Prisma Access),Adjacent capability providing rule optimisation within Prisma Access — Premium.,Adjacent,1
F01138,P0285,Risk Scoring (Prisma Access),Adjacent capability providing risk scoring within Prisma Access — Premium.,Adjacent,1
F01139,P0285,Identity Correlation (Prisma Access),Differentiator capability providing identity correlation within Prisma Access — Premium.,Differentiator,2
F01140,P0286,Automation (Advanced URL Filtering),Core capability providing automation within Advanced URL Filtering — Essentials.,Core,3
F01141,P0286,Playbook Orchestration (Advanced URL Filtering),Adjacent capability providing playbook orchestration within Advanced URL Filtering — Essentials.,Adjacent,1
F01142,P0286,Anomaly Scoring (Advanced URL Filtering),Differentiator capability providing anomaly scoring within Advanced URL Filtering — Essentials.,Differentiator,2
F01143,P0286,Data Classification (Advanced URL Filtering),Differentiator capability providing data classification within Advanced URL Filtering — Essentials.,Differentiator,2
F01144,P0286,Risk Scoring (Advanced URL Filtering),Differentiator capability providing risk scoring within Advanced URL Filtering — Essentials.,Differentiator,2
F01145,P0287,Inline Analysis (Advanced DNS Security),Core capability providing inline analysis within Advanced DNS Security — Advanced.,Core,3
F01146,P0287,Data Classification (Advanced DNS Security),Differentiator capability providing data classification within Advanced DNS Security — Advanced.,Differentiator,2
F01147,P0287,Anomaly Scoring (Advanced DNS Security),Core capability providing anomaly scoring within Advanced DNS Security — Advanced.,Core,3
F01148,P0287,Compliance Mapping (Advanced DNS Security),Differentiator capability providing compliance mapping within Advanced DNS Security — Advanced.,Differentiator,2
F01149,P0288,Policy (Exposure Management),Core capability providing policy within Exposure Management — Advanced.,Core,3
F01150,P0288,Risk Scoring (Exposure Management),Core capability providing risk scoring within Exposure Management — Advanced.,Core,3
F01151,P0288,Anomaly Scoring (Exposure Management),Adjacent capability providing anomaly scoring within Exposure Management — Advanced.,Adjacent,1
F01152,P0288,Incident Timeline (Exposure Management),Adjacent capability providing incident timeline within Exposure Management — Advanced.,Adjacent,1
F01153,P0288,Alert Triage (Exposure Management),Differentiator capability providing alert triage within Exposure Management — Advanced.,Differentiator,2
F01154,P0289,Traffic Inspection (Exposure Management),Core capability providing traffic inspection within Exposure Management — Advanced.,Core,3
F01155,P0289,Risk Scoring (Exposure Management),Differentiator capability providing risk scoring within Exposure Management — Advanced.,Differentiator,2
F01156,P0289,Sandboxing (Exposure Management),Differentiator capability providing sandboxing within Exposure Management — Advanced.,Differentiator,2
F01157,P0290,Sandboxing (NGFW),Core capability providing sandboxing within NGFW — Advanced.,Core,3
F01158,P0290,Sandboxing (NGFW),Differentiator capability providing sandboxing within NGFW — Advanced.,Differentiator,2
F01159,P0290,Alert Triage (NGFW),Adjacent capability providing alert triage within NGFW — Advanced.,Adjacent,1
F01160,P0291,Incident Timeline (AI Model Scanning),Core capability providing incident timeline within AI Model Scanning — Premium.,Core,3
F01161,P0291,Log Retention (AI Model Scanning),Core capability providing log retention within AI Model Scanning — Premium.,Core,3
F01162,P0291,Anomaly Scoring (AI Model Scanning),Adjacent capability providing anomaly scoring within AI Model Scanning — Premium.,Adjacent,1
F01163,P0291,Traffic Inspection (AI Model Scanning),Differentiator capability providing traffic inspection within AI Model Scanning — Premium.,Differentiator,2
F01164,P0292,Anomaly Scoring (Advanced DNS Security),Core capability providing anomaly scoring within Advanced DNS Security — Advanced.,Core,3
F01165,P0292,Reporting (Advanced DNS Security),Differentiator capability providing reporting within Advanced DNS Security — Advanced.,Differentiator,2
F01166,P0292,Playbook Orchestration (Advanced DNS Security),Adjacent capability providing playbook orchestration within Advanced DNS Security — Advanced.,Adjacent,1
F01167,P0292,Incident Timeline (Advanced DNS Security),Differentiator capability providing incident timeline within Advanced DNS Security — Advanced.,Differentiator,2
F01168,P0293,Policy (Exposure Management),Core capability providing policy within Exposure Management — Premium.,Core,3
F01169,P0293,Inline Analysis (Exposure Management),Differentiator capability providing inline analysis within Exposure Management — Premium.,Differentiator,2
F01170,P0293,Detection (Exposure Management),Adjacent capability providing detection within Exposure Management — Premium.,Adjacent,1
F01171,P0293,Traffic Inspection (Exposure Management),Differentiator capability providing traffic inspection within Exposure Management — Premium.,Differentiator,2
F01172,P0294,Log Retention (Prisma SD-WAN),Core capability providing log retention within Prisma SD-WAN — Essentials.,Core,3
F01173,P0294,Inline Analysis (Prisma SD-WAN),Differentiator capability providing inline analysis within Prisma SD-WAN — Essentials.,Differentiator,2
F01174,P0294,Playbook Orchestration (Prisma SD-WAN),Core capability providing playbook orchestration within Prisma SD-WAN — Essentials.,Core,3
F01175,P0295,Risk Scoring (Advanced WildFire),Core capability providing risk scoring within Advanced WildFire — Essentials.,Core,3
F01176,P0295,Anomaly Scoring (Advanced WildFire),Core capability providing anomaly scoring within Advanced WildFire — Essentials.,Core,3
F01177,P0295,Compliance Mapping (Advanced WildFire),Core capability providing compliance mapping within Advanced WildFire — Essentials.,Core,3
F01178,P0295,Data Classification (Advanced WildFire),Core capability providing data classification within Advanced WildFire — Essentials.,Core,3
F01179,P0295,Playbook Orchestration (Advanced WildFire),Differentiator capability providing playbook orchestration within Advanced WildFire — Essentials.,Differentiator,2
F01180,P0296,Detection (SaaS Security),Core capability providing detection within SaaS Security — Essentials.,Core,3
F01181,P0296,Log Retention (SaaS Security),Adjacent capability providing log retention within SaaS Security — Essentials.,Adjacent,1
F01182,P0296,Sandboxing (SaaS Security),Differentiator capability providing sandboxing within SaaS Security — Essentials.,Differentiator,2
F01183,P0296,Automation (SaaS Security),Adjacent capability providing automation within SaaS Security — Essentials.,Adjacent,1
F01184,P0296,Traffic Inspection (SaaS Security),Adjacent capability providing traffic inspection within SaaS Security — Essentials.,Adjacent,1
F01185,P0297,Sandboxing (IoT Security),Core capability providing sandboxing within IoT Security — Premium.,Core,3
F01186,P0297,Policy (IoT Security),Differentiator capability providing policy within IoT Security — Premium.,Differentiator,2
F01187,P0297,Reporting (IoT Security),Adjacent capability providing reporting within IoT Security — Premium.,Adjacent,1
F01188,P0297,Alert Triage (IoT Security),Differentiator capability providing alert triage within IoT Security — Premium.,Differentiator,2
F01189,P0298,Detection (SaaS Security),Core capability providing detection within SaaS Security — Essentials.,Core,3
F01190,P0298,Threat Hunting (SaaS Security),Adjacent capability providing threat hunting within SaaS Security — Essentials.,Adjacent,1
F01191,P0298,Playbook Orchestration (SaaS Security),Differentiator capability providing playbook orchestration within SaaS Security — Essentials.,Differentiator,2
F01192,P0298,Reporting (SaaS Security),Adjacent capability providing reporting within SaaS Security — Essentials.,Adjacent,1
F01193,P0299,Segmentation (Advanced WildFire),Core capability providing segmentation within Advanced WildFire — Premium.,Core,3
F01194,P0299,Posture Assessment (Advanced WildFire),Adjacent capability providing posture assessment within Advanced WildFire — Premium.,Adjacent,1
F01195,P0299,Detection (Advanced WildFire),Differentiator capability providing detection within Advanced WildFire — Premium.,Differentiator,2
F01196,P0299,Traffic Inspection (Advanced WildFire),Differentiator capability providing traffic inspection within Advanced WildFire — Premium.,Differentiator,2
F01197,P0299,Identity Correlation (Advanced WildFire),Adjacent capability providing identity correlation within Advanced WildFire — Premium.,Adjacent,1
F01198,P0300,Threat Hunting (Attack Surface Management),Core capability providing threat hunting within Attack Surface Management — Premium.,Core,3
F01199,P0300,Data Classification (Attack Surface Management),Differentiator capability providing data classification within Attack Surface Management — Premium.,Differentiator,2
F01200,P0300,Detection (Attack Surface Management),Adjacent capability providing detection within Attack Surface Management — Premium.,Adjacent,1
F01201,P0301,Posture Assessment (Cortex XDR),Core capability providing posture assessment within Cortex XDR — Advanced.,Core,3
F01202,P0301,Log Retention (Cortex XDR),Differentiator capability providing log retention within Cortex XDR — Advanced.,Differentiator,2
F01203,P0301,Rule Optimisation (Cortex XDR),Core capability providing rule optimisation within Cortex XDR — Advanced.,Core,3
F01204,P0301,Reporting (Cortex XDR),Adjacent capability providing reporting within Cortex XDR — Advanced.,Adjacent,1
F01205,P0301,Sandboxing (Cortex XDR),Differentiator capability providing sandboxing within Cortex XDR — Advanced.,Differentiator,2
F01206,P0302,Compliance Mapping (Cortex XSIAM),Core capability providing compliance mapping within Cortex XSIAM — Premium.,Core,3
F01207,P0302,Incident Timeline (Cortex XSIAM),Core capability providing incident timeline within Cortex XSIAM — Premium.,Core,3
F01208,P0302,Inline Analysis (Cortex XSIAM),Core capability providing inline analysis within Cortex XSIAM — Premium.,Core,3
F01209,P0303,Incident Timeline (Advanced URL Filtering),Core capability providing incident timeline within Advanced URL Filtering — Premium.,Core,3
F01210,P0303,Segmentation (Advanced URL Filtering),Adjacent capability providing segmentation within Advanced URL Filtering — Premium.,Adjacent,1
F01211,P0303,Detection (Advanced URL Filtering),Differentiator capability providing detection within Advanced URL Filtering — Premium.,Differentiator,2
F01212,P0303,Detection (Advanced URL Filtering),Differentiator capability providing detection within Advanced URL Filtering — Premium.,Differentiator,2
F01213,P0304,Inline Analysis (Prisma Browser),Core capability providing inline analysis within Prisma Browser — Essentials.,Core,3
F01214,P0304,Compliance Mapping (Prisma Browser),Adjacent capability providing compliance mapping within Prisma Browser — Essentials.,Adjacent,1
F01215,P0304,Alert Triage (Prisma Browser),Adjacent capability providing alert triage within Prisma Browser — Essentials.,Adjacent,1
F01216,P0304,Segmentation (Prisma Browser),Adjacent capability providing segmentation within Prisma Browser — Essentials.,Adjacent,1
F01217,P0305,Threat Hunting (Prisma SD-WAN),Core capability providing threat hunting within Prisma SD-WAN — Premium.,Core,3
F01218,P0305,Policy (Prisma SD-WAN),Adjacent capability providing policy within Prisma SD-WAN — Premium.,Adjacent,1
F01219,P0305,Sandboxing (Prisma SD-WAN),Adjacent capability providing sandboxing within Prisma SD-WAN — Premium.,Adjacent,1
F01220,P0305,Data Classification (Prisma SD-WAN),Adjacent capability providing data classification within Prisma SD-WAN — Premium.,Adjacent,1
F01221,P0305,Inline Analysis (Prisma SD-WAN),Differentiator capability providing inline analysis within Prisma SD-WAN — Premium.,Differentiator,2
F01222,P0306,Anomaly Scoring (Prisma SD-WAN),Core capability providing anomaly scoring within Prisma SD-WAN — Premium.,Core,3
F01223,P0306,Traffic Inspection (Prisma SD-WAN),Adjacent capability providing traffic inspection within Prisma SD-WAN — Premium.,Adjacent,1
F01224,P0306,Compliance Mapping (Prisma SD-WAN),Differentiator capability providing compliance mapping within Prisma SD-WAN — Premium.,Differentiator,2
F01225,P0306,Threat Hunting (Prisma SD-WAN),Differentiator capability providing threat hunting within Prisma SD-WAN — Premium.,Differentiator,2
F01226,P0307,Incident Timeline (Exposure Management),Core capability providing incident timeline within Exposure Management — Premium.,Core,3
F01227,P0307,Traffic Inspection (Exposure Management),Differentiator capability providing traffic inspection within Exposure Management — Premium.,Differentiator,2
F01228,P0307,Posture Assessment (Exposure Management),Differentiator capability providing posture assessment within Exposure Management — Premium.,Differentiator,2
F01229,P0307,Automation (Exposure Management),Adjacent capability providing automation within Exposure Management — Premium.,Adjacent,1
F01230,P0307,Identity Correlation (Exposure Management),Differentiator capability providing identity correlation within Exposure Management — Premium.,Differentiator,2
F01231,P0308,Traffic Inspection (AI Runtime Security),Core capability providing traffic inspection within AI Runtime Security — Essentials.,Core,3
F01232,P0308,Data Classification (AI Runtime Security),Differentiator capability providing data classification within AI Runtime Security — Essentials.,Differentiator,2
F01233,P0308,Playbook Orchestration (AI Runtime Security),Adjacent capability providing playbook orchestration within AI Runtime Security — Essentials.,Adjacent,1
F01234,P0309,Posture Assessment (AI Model Scanning),Core capability providing posture assessment within AI Model Scanning — Premium.,Core,3
F01235,P0309,Policy (AI Model Scanning),Adjacent capability providing policy within AI Model Scanning — Premium.,Adjacent,1
F01236,P0309,Incident Timeline (AI Model Scanning),Differentiator capability providing incident timeline within AI Model Scanning — Premium.,Differentiator,2
F01237,P0310,Traffic Inspection (SaaS Security),Core capability providing traffic inspection within SaaS Security — Premium.,Core,3
F01238,P0310,Sandboxing (SaaS Security),Adjacent capability providing sandboxing within SaaS Security — Premium.,Adjacent,1
F01239,P0310,Threat Hunting (SaaS Security),Differentiator capability providing threat hunting within SaaS Security — Premium.,Differentiator,2
F01240,P0310,Identity Correlation (SaaS Security),Adjacent capability providing identity correlation within SaaS Security — Premium.,Adjacent,1
F01241,P0311,Segmentation (Autonomous DEM),Core capability providing segmentation within Autonomous DEM — Advanced.,Core,3
F01242,P0311,Reporting (Autonomous DEM),Differentiator capability providing reporting within Autonomous DEM — Advanced.,Differentiator,2
F01243,P0311,Reporting (Autonomous DEM),Adjacent capability providing reporting within Autonomous DEM — Advanced.,Adjacent,1
F01244,P0311,Identity Correlation (Autonomous DEM),Adjacent capability providing identity correlation within Autonomous DEM — Advanced.,Adjacent,1
F01245,P0311,Automation (Autonomous DEM),Differentiator capability providing automation within Autonomous DEM — Advanced.,Differentiator,2
F01246,P0312,Detection (Cortex XSOAR),Core capability providing detection within Cortex XSOAR — Advanced.,Core,3
F01247,P0312,Threat Hunting (Cortex XSOAR),Adjacent capability providing threat hunting within Cortex XSOAR — Advanced.,Adjacent,1
F01248,P0312,Reporting (Cortex XSOAR),Core capability providing reporting within Cortex XSOAR — Advanced.,Core,3
F01249,P0313,Sandboxing (Advanced WildFire),Core capability providing sandboxing within Advanced WildFire — Advanced.,Core,3
F01250,P0313,Compliance Mapping (Advanced WildFire),Differentiator capability providing compliance mapping within Advanced WildFire — Advanced.,Differentiator,2
F01251,P0313,Identity Correlation (Advanced WildFire),Core capability providing identity correlation within Advanced WildFire — Advanced.,Core,3
F01252,P0313,Incident Timeline (Advanced WildFire),Adjacent capability providing incident timeline within Advanced WildFire — Advanced.,Adjacent,1
F01253,P0314,Policy (Cortex XSOAR),Core capability providing policy within Cortex XSOAR — Premium.,Core,3
F01254,P0314,Threat Hunting (Cortex XSOAR),Adjacent capability providing threat hunting within Cortex XSOAR — Premium.,Adjacent,1
F01255,P0314,Compliance Mapping (Cortex XSOAR),Core capability providing compliance mapping within Cortex XSOAR — Premium.,Core,3
F01256,P0314,Automation (Cortex XSOAR),Differentiator capability providing automation within Cortex XSOAR — Premium.,Differentiator,2
F01257,P0314,Playbook Orchestration (Cortex XSOAR),Adjacent capability providing playbook orchestration within Cortex XSOAR — Premium.,Adjacent,1
F01258,P0315,Data Classification (AI Model Scanning),Core capability providing data classification within AI Model Scanning — Advanced.,Core,3
F01259,P0315,Detection (AI Model Scanning),Core capability providing detection within AI Model Scanning — Advanced.,Core,3
F01260,P0315,Incident Timeline (AI Model Scanning),Adjacent capability providing incident timeline within AI Model Scanning — Advanced.,Adjacent,1
F01261,P0315,Log Retention (AI Model Scanning),Adjacent capability providing log retention within AI Model Scanning — Advanced.,Adjacent,1
F01262,P0315,Identity Correlation (AI Model Scanning),Differentiator capability providing identity correlation within AI Model Scanning — Advanced.,Differentiator,2
F01263,P0316,Automation (SaaS Security),Core capability providing automation within SaaS Security — Essentials.,Core,3
F01264,P0316,Threat Hunting (SaaS Security),Adjacent capability providing threat hunting within SaaS Security — Essentials.,Adjacent,1
F01265,P0316,Identity Correlation (SaaS Security),Adjacent capability providing identity correlation within SaaS Security — Essentials.,Adjacent,1
F01266,P0317,Sandboxing (Advanced Threat Prevention),Core capability providing sandboxing within Advanced Threat Prevention — Essentials.,Core,3
F01267,P0317,Threat Hunting (Advanced Threat Prevention),Core capability providing threat hunting within Advanced Threat Prevention — Essentials.,Core,3
F01268,P0317,Threat Hunting (Advanced Threat Prevention),Differentiator capability providing threat hunting within Advanced Threat Prevention — Essentials.,Differentiator,2
F01269,P0318,Traffic Inspection (SaaS Security),Core capability providing traffic inspection within SaaS Security — Advanced.,Core,3
F01270,P0318,Risk Scoring (SaaS Security),Adjacent capability providing risk scoring within SaaS Security — Advanced.,Adjacent,1
F01271,P0318,Reporting (SaaS Security),Adjacent capability providing reporting within SaaS Security — Advanced.,Adjacent,1
F01272,P0318,Rule Optimisation (SaaS Security),Adjacent capability providing rule optimisation within SaaS Security — Advanced.,Adjacent,1
F01273,P0318,Data Classification (SaaS Security),Adjacent capability providing data classification within SaaS Security — Advanced.,Adjacent,1
F01274,P0319,Posture Assessment (Advanced URL Filtering),Core capability providing posture assessment within Advanced URL Filtering — Premium.,Core,3
F01275,P0319,Traffic Inspection (Advanced URL Filtering),Differentiator capability providing traffic inspection within Advanced URL Filtering — Premium.,Differentiator,2
F01276,P0319,Sandboxing (Advanced URL Filtering),Adjacent capability providing sandboxing within Advanced URL Filtering — Premium.,Adjacent,1
F01277,P0319,Identity Correlation (Advanced URL Filtering),Adjacent capability providing identity correlation within Advanced URL Filtering — Premium.,Adjacent,1
F01278,P0319,Segmentation (Advanced URL Filtering),Differentiator capability providing segmentation within Advanced URL Filtering — Premium.,Differentiator,2
F01279,P0320,Segmentation (Advanced DNS Security),Core capability providing segmentation within Advanced DNS Security — Advanced.,Core,3
F01280,P0320,Traffic Inspection (Advanced DNS Security),Differentiator capability providing traffic inspection within Advanced DNS Security — Advanced.,Differentiator,2
F01281,P0320,Segmentation (Advanced DNS Security),Adjacent capability providing segmentation within Advanced DNS Security — Advanced.,Adjacent,1
